1, 155
2, 160
3, 157
4, 152
5, 159
6, 157
7, 158
8, 130
9, 159
10, 68
11, 158
12, 150
13, 158
14, 125
15, 153
16, 125
17, 134
18, 159
19, 160
20, 160
21, 126
22, 124
23, 159
24, 154
25, 155
26, 159
27, 151
28, 114
29, 157
30, 159
31, 158
32, 160
33, 107
34, 148
35, 42
36, 74
37, 151
38, 159
39, 83
40, 159
41, 153
42, 155
43, 158
44, 84
45, 65
46, 157
47, 158
48, 159
49, 104
50, 153
51, 159
52, 152
53, 158
54, 93
55, 157
56, 159
57, 157
58, 156
59, 160
60, 160
61, 159
62, 160
63, 159
64, 123
65, 158
66, 158
67, 58
68, 157
69, 159
70, 157
71, 138
72, 159
73, 153
74, 159
75, 97
76, 145
77, 159
78, 157
79, 130
80, 156
81, 157
82, 158
83, 155
84, 160
85, 158
86, 153
87, 141
88, 160
89, 159
90, 158
91, 159
92, 152
93, 160
94, 160
95, 151
96, 87
97, 157
98, 160
99, 160
100, 148
